Filename,Extension,File Size
F1 -2022,.pdf,227652
F1 muhammad fahmi bin muhamad zaki,.pdf,215799
F5-Progress MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.pdf,115789
FAKE CURRENCY DETECTION USING CONVOLUTIONAL NEURAL NETWORK (CNN),.pdf,186268
Faris chapter 1,.pdf,189571
GANT,.pdf,59834
GANT,.xlsx,11586
HAZARD DETECTION SYSTEM USING YOLOv5,.pdf,249381
hazard,.pptx,201088
ijerph-18-11536-v2,.pdf,621457
PROJECT FORMULATION CSP600,.pptx,1124555
slide,.txt,605
~$P project formulation,.docx,162
4661-Article Text-8588-1-10-20210504,.pdf,766668
a smart app for pothole detection using yolo model,.pdf,9009238
hip injury association with blindness,.pdf,844748
reliability of downward sensors using eyecane,.pdf,1629412
Risk if Injury Events in Patients With Visual Impairment,.pdf,570315
Serious_Life_Events_in_People_with_Visual_Impairme,.pdf,621457
Weapons Detection for Security and Video Surveillance Using CNN and YOLO-V5s,.pdf,517828
yolo tomato,.pdf,3411610
A Hazard Detection and Tracking System for People,.pdf,4970917
A Smart Context-Aware Hazard Attention System to Help People with Peripheral Vision Loss,.pdf,9569104
Proposed_real-time_obstacle_detection_system_for_v,.pdf,306323
Real Time Object Detection for Visually Impaired Person,.pdf,766668
Recognize Objects for Visually Impaired using,.pdf,329416
"Visual Dux, A Low cost wearable device for guiding the Blind",.pdf,699601
Visually Impaired Indoor Navigation using YOLO,.pdf,813895
Assignment 2,.docx,198387
chapter 1 MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.docx,2226998
chapter 2,.docx,217877
chapter 2,.pdf,365104
Chapter 3,.pptx,2851018
correction,.pdf,1405464
FULL PROPOSAL MUHAMMAD FAHMI BIN MUHAMAD ZAKI HAZARD DETECTION YOLOV5,.pdf,710704
ouriginal submission,.docx,2211788
ouriginal submission,.pdf,637313
PROPOSAL MUHAMMAD FAHMI BIN MUHAMAD ZAKI HAZARD DETECTION YOLOV5,.pdf,707394
PROPOSAL MUHAMMAD FAHMI BIN MUHAMAD ZAKI HAZARD DETECTION,.pdf,705091
PROPOSAL MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.docx,2243077
PROPOSAL MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.pdf,710701
~$apter 1 MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.docx,162
~$apter 2,.docx,162
Assignment 2 MUHAMMAD FAHMI BIN MUHAMAD ZAKI 2020498714,.pdf,323816
F5-Progress Form,.docx,156991
F5-Progress MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.docx,158348
F5-Progress MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.pdf,115789
Form 5 MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.pdf,73077
Form 5,.pdf,72753
Form 5_rotated,.pdf,72582
full presentation,.pptx,2065387
F1 muhammad fahmi bin muhamad zaki[2],.pdf,264049
Assignment 3 MUHAMMAD FAHMI BIN MUHAMAD ZAKI 2020498714,.pdf,99222
Assignment 3,.docx,89291
CHAPTER 1 SLIDE MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.pdf,308811
Chapter 1 writing MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.pdf,213319
~$signment 3,.docx,162
Resume,.docx,470235
Resume,.pdf,68045
Resumre,.docx,470322
A1_MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.docx,7246222
A1_MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.pdf,1094981
Group5_Eclipse,.mp4,60848477
INDIVIDUAL CASE STUDY_GUIDELINES _ TEMPLATE,.docx,107726
INDIVIDUAL CASE STUDY_GUIDELINES _ TEMPLATE,.pdf,484361
Ironing Problem (Responses),.xlsx,44766
NPD REPORT Eclipse Iron,.pdf,1015065
NPD REPORT,.pdf,1016206
PESERTA PRIDE SHOWCASE 6.0,.pdf,73357
POSTER A3 NEW,.pptx,673290
UNI-20221107132927651496-685382-financial5ROC-ipayob,.pdf,78146
UNI-20221107132927651496-685382-uniROC-ipayob,.pdf,461317
A3_BLUEPRINT MOON GLOW SDN. BHD.,.pdf,1204430
A3_FINANCIAL MOON GLOW SDN. BHD.,.xlsx,898662
file-originaldata,.csv,318972
group project,.csv,259271
Hazard detection.v1i.yolov5pytorch,.zip,882304
ISP 565 PROPOSAL GROUP 6,.pdf,184282
Lab 4 Data Preprocessing,.pdf,58666
MT & EXCO RELEX,.docx,22312
pptDACC.pptm [Autosaved],.pptm,36532
scatter plot 2,.arff,413
scatter plot1,.arff,413
sellingprice (1),.csv,238
sellingprice (1),.xls,26112
Slide Group 6,.pdf,1269225
Technical Report Template,.pdf,92021
296921317,.pdf,1008340
2fb31c92e8b27cd03c13b5c70b95fdc1b2b7,.pdf,210037
Application_of_Apriori_Algorithm_to_the_Data_Mining_of_the_Wildfire,.pdf,326664
Conference-template-A4,.doc,64000
Extracting_spatial_semantics_in_association_rules_for_weather_forecasting_image,.pdf,210764
Research_of_the_Comprehensive_Forecast_of_Hailstone,.pdf,528402
2222,.mp4,55989048
file-cleaned,.csv,259271
file-normalized.arff,.csv,543921
file-normalized.arff.csv,.arff,552132
ISP 565 (GP),.docx,171218
Presentation ISP 565 Assosiation algorithm version 2,.mp4,206355081
Presentation ISP 565 Assosiation algorithm,.mp4,220711991
untuk fahmi,.docx,645470
file-cleaned,.arff,264757
file-normalized,.arff,552132
Slide Group 6,.pdf,1269225
Slide Group 6,.pptm,1281383
ISP565dm_Topic6-Clustering (part 1),.pdf,7075262
ISP565 Labtest 2 (Classification)-Oct 2022,.docx,34381
ISP565 Labtest 2 (Preprocessing)-Oct 2022,.docx,27913
ISP565 Labtest 2 (Classification) MUHAMMAD FAHMI,.docx,85913
ISP565 Labtest 2 (Classification) MUHAMMAD FAHMI,.pdf,208923
ISP565 Labtest 2 (Preprocessing) MUHAMMAD FAHMI,.docx,310084
ISP565 Labtest 2 (Preprocessing) MUHAMMAD FAHMI,.pdf,315080
ISP565 Labtest 2 (Preprocessing)-Oct 2022,.docx,310087
ISP565 Labtest 2 (Preprocessing)-Oct 2022,.pdf,315080
al-hiwar al-awwal wa al-hiwar ath- thani,.docx,17840
dialog untranslated,.docx,16800
dialog,.docx,16997
engvers,.docx,17366
التَّدْرِيْبَات_لِلدَّرْس_الأَوّل,.docx,24500
resume,.docx,114380
yuran annual dinner,.pdf,74051
assignment 2,.pdf,90431
classes,.txt,55
F5-Progress MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.docx,158361
F6(b) FAHMI,.pdf,95261
F6(b)[1],.docx,88142
FBERC_4_Exemption_Form MUHAMMAD FAHMI,.pdf,290195
FBERC_4_Exemption_Form MUHAMMAD FAHMI_230402_151626,.pdf,327212
FBERC_4_Exemption_Form,.doc,631808
full reportMUHAMMAD FAHMI BIN MUHAMAD ZAKI,.docx,1162825
lean model canvas muhammad fahmi signed,.pdf,154339
lean model canvas muhammad fahmi,.docx,19093
lean model canvas muhammad fahmi,.pdf,100637
lean model canvas,.docx,19096
MOHAMAD IMAN MUSTAKIM BIN WAN IBRAHIM_LEAN MODEL CANVAS,.pdf,25227
New Text Document,.txt,0
opencv-4.7.0,.zip,95594055
Progress Evaluation Week3,.xlsx,11267
PROPOSAL MUHAMMAD FAHMI BIN MUHAMAD ZAKI,.docx,2513346
results,.docx,1082001
stairs,.mp4,4428815
superviser approval,.pdf,185296
testclass,.txt,703
videoplayback,.mp4,32915798
settings,.json,74
LICENSE,.txt,11560
LICENSE_FFMPEG,.txt,27913
README.md,.txt,868
ffmpeg-license,.txt,27913
ffmpeg-readme,.txt,2504
ippicv-EULA,.rtf,65324
ippicv-third-party-programs,.txt,248
ippiw-EULA,.rtf,65324
ippiw-support,.txt,316
ippiw-third-party-programs,.txt,248
libjpeg-turbo-README,.ijg,12990
opencl-headers-LICENSE,.txt,1334
SoftFloat-COPYING,.txt,1768
CMakeLists,.txt,75119
readme,.txt,5834
CMakeLists,.txt,1952
CMakeLists,.txt,4708
CMakeLists,.txt,1432
license,.txt,27913
readme,.txt,2504
LICENSE,.txt,1334
CMakeLists,.txt,1724
CMakeLists,.txt,2132
CMakeLists,.txt,2238
CMakeLists,.txt,1772
CMakeLists,.txt,7055
README,.ijg,12990
CMakeLists,.txt,21099
CMakeLists,.txt,3318
CMakeLists,.txt,1860
CMakeLists,.txt,14579
CMakeLists,.txt,2387
CMakeLists,.txt,6051
CMakeLists,.txt,7429
CMakeLists,.txt,3176
CMakeLists,.txt,205
CMakeLists,.txt,1074
CMakeLists,.txt,8900
CMakeLists,.txt,1163
CMakeLists,.txt,6748
CMakeLists,.txt,2653
CMakeLists,.txt,2321
CMakeLists,.txt,159
CMakeLists,.txt,221
CMakeLists,.txt,223
CMakeLists,.txt,115
CMakeLists,.txt,316
CMakeLists,.txt,271
CMakeLists,.txt,165
CMakeLists,.txt,465
readme,.txt,468
trainingfaces_24-24,.vec,19047572
acircles_pattern,.png,113575
bodybg,.png,513
CMakeLists,.txt,12976
disabled_doc_warnings,.txt,83
LICENSE_BSD,.txt,2336
LICENSE_CHANGE_NOTICE,.txt,2810
mymath,.sty,1223
opencv-logo-small,.png,2155
opencv-logo-white,.png,9760
opencv-logo,.png,36328
opencv-logo2,.png,42892
opencv,.ico,4286
opencv,.jpg,39283
pattern,.png,27835
camshift_face,.gif,253144
camshift_result,.jpg,34939
meanshift_basics,.jpg,17815
meanshift_face,.gif,180533
meanshift_result,.jpg,27846
opticalfb,.jpg,24600
opticalflow_lk,.jpg,22792
optical_flow_basic1,.jpg,6146
.eslintrc,.json,662
apple,.jpg,40861
coins,.jpg,16322
cup,.mp4,1575951
handDst,.jpg,30111
handSrc,.jpg,28297
js_image_classification_model_info,.json,3322
js_object_detection_model_info,.json,1776
js_pose_estimation_model_info,.json,1496
js_semantic_segmentation_model_info,.json,343
js_style_transfer_model_info,.json,2812
lena,.jpg,65651
lenaFace,.png,19444
opencv_logo,.jpg,5327
orange,.jpg,40266
shape,.jpg,2796
package,.json,340
Imread_Imshow_Tutorial_Result,.png,253871
Trackbar_Tutorial_Range,.png,350
Trackbar_Tutorial_Result,.png,61009
README,.txt,96
calib3d_icon,.jpg,3209
core,.jpg,4163
featureicon,.jpg,5127
gui,.jpg,3323
imgproc,.jpg,2712
intro,.png,3287
MachineLearnings,.jpg,3227
obj_icon,.jpg,2925
photoicon,.jpg,5058
videoicon,.jpg,6438
nlm_icon,.jpg,3735
calibration_icon,.jpg,3668
depthmap_icon,.jpg,3743
epipolar_icon,.jpg,3648
pose_icon,.jpg,3603
calib_pattern,.jpg,45994
calib_radial,.jpg,33341
calib_result,.jpg,23073
disparity_map,.jpg,18979
stereo_depth,.jpg,13451
epipolar,.jpg,10934
epiresult,.jpg,80343
essential_matrix,.jpg,15526
pose_1,.jpg,45502
pose_2,.jpg,26861
image_arithmetic,.jpg,2087
maths_tools,.jpg,3195
pixel_ops,.jpg,4163
speed,.jpg,2957
border,.jpg,45520
roi,.jpg,27080
blending,.jpg,18624
overlay,.jpg,23829
brief,.jpg,4840
fast_icon,.jpg,3181
features_icon,.jpg,4768
harris_icon,.jpg,2903
homography_icon,.jpg,4663
matching,.jpg,5574
orb,.jpg,7231
shi_icon,.jpg,3819
sift_icon,.jpg,3432
surf_icon,.jpg,3442
fast_eqns,.jpg,6315
fast_kp,.jpg,25609
fast_speedtest,.jpg,17861
harris_region,.jpg,17497
harris_result,.jpg,35007
subpixel3,.png,16243
feature_building,.jpg,50435
feature_simple,.png,1063
homography_findobj,.jpg,31937
matcher_flann,.jpg,34601
matcher_result1,.jpg,31620
matcher_result2,.jpg,22407
orb_kp,.jpg,23895
shitomasi_block1,.jpg,14506
shitomasi_space,.png,4658
sift_dog,.jpg,30688
sift_keypoints,.jpg,34020
sift_local_extrema,.jpg,15030
sift_scale_invariant,.jpg,3386
surf_boxfilter,.jpg,12995
surf_kp1,.jpg,27166
surf_kp2,.jpg,28476
surf_matching,.jpg,11848
surf_orientation,.jpg,7887
drawing,.jpg,2563
image_display,.jpg,2577
mouse_drawing,.jpg,1559
trackbar,.jpg,2335
video_display,.jpg,2604
drawing_result,.jpg,14390
trackbar_screenshot,.jpg,13446
blurring,.jpg,28934
canny,.jpg,4177
colorspace,.jpg,2494
contours,.jpg,59104
geometric,.jpg,2594
grabcut,.jpg,3348
gradient,.jpg,66968
histogram,.jpg,14904
houghcircles,.jpg,2834
houghlines,.jpg,2306
morphology,.jpg,5431
pyramid,.png,12454
template,.jpg,4995
thresh,.jpg,2481
transforms,.jpg,3086
watershed,.jpg,5617
canny1,.jpg,16496
hysteresis,.jpg,13111
nms,.jpg,11110
frame,.jpg,8351
contour_defects,.jpg,3369
contour_features,.jpg,3333
contour_hierarchy,.jpg,91290
contour_properties,.jpg,3844
contour_starting,.jpg,3172
none,.jpg,5028
ccomp_hierarchy,.png,11971
hierarchy,.png,5168
tree_hierarchy,.png,11917
defects,.jpg,10615
matchshapes,.jpg,5484
approx,.jpg,12610
boundingrect,.png,7291
circumcircle,.png,7290
convexitydefects,.jpg,12949
fitellipse,.png,6254
fitline,.jpg,6089
extremepoints,.jpg,10951
bilateral,.jpg,17991
blur,.jpg,23614
filter,.jpg,24000
gaussian,.jpg,23929
median,.jpg,56768
affine,.jpg,22685
perspective,.jpg,23674
rotation,.jpg,24109
translation,.jpg,14098
grabcut_mask,.jpg,11520
grabcut_output1,.jpg,17220
grabcut_rect,.jpg,12204
grabcut_scheme,.jpg,22929
double_edge,.jpg,7738
gradients,.jpg,89849
histograms_1d,.jpg,4139
histograms_2d,.jpg,3501
histograms_bp,.jpg,3590
histograms_equ,.jpg,4225
2dhist_matplotlib,.jpg,15516
2dhist_opencv,.jpg,17372
backproject_opencv,.jpg,34731
histogram_masking,.jpg,24804
histogram_matplotlib,.jpg,17641
histogram_rgb_plot,.jpg,20361
histogram_sample,.jpg,45913
clahe_1,.jpg,48845
clahe_2,.jpg,24097
equalization_opencv,.jpg,26711
histeq_numpy1,.jpg,14499
histeq_numpy2,.jpg,29674
histogram_equalization,.png,5385
houghcircles2,.jpg,21690
houghlines1,.svg,8284
houghlines2,.jpg,6433
houghlines3,.jpg,43726
houghlines4,.png,19161
houghlines5,.jpg,42619
houghlinesdemo,.gif,48696
blackhat,.png,1146
closing,.png,2205
dilation,.png,923
erosion,.png,844
gradient,.png,1995
j,.png,1126
opening,.png,2082
tophat,.png,1531
lap,.jpg,28842
messipyr,.jpg,46701
messiup,.jpg,15088
orapple,.jpg,52135
messi_face,.jpg,1687
res_mario,.jpg,35859
template_ccoeffn_2,.jpg,21113
template_ccoeff_1,.jpg,20145
template_ccorrn_4,.jpg,20653
template_ccorr_3,.jpg,19180
template_sqdiffn_6,.jpg,21005
template_sqdiff_5,.jpg,20073
ada_threshold,.jpg,72648
otsu,.jpg,35960
threshold,.jpg,18675
transform_fourier,.jpg,4824
fft1,.jpg,17964
fft2,.jpg,16029
fft4,.jpg,16366
fft5,.jpg,17442
water_coins,.jpg,16322
water_dt,.jpg,15120
water_fgbg,.jpg,20202
water_marker,.jpg,16125
water_result,.jpg,30960
water_thresh,.jpg,12627
kmeansicon,.jpg,65638
knnicon,.png,3424
svmicon,.png,13155
kmeans_begin,.jpg,3259
kmeans_demo,.jpg,4219
oc_1d_clustered,.png,11337
oc_1d_testdata,.png,8955
oc_2d_clustered,.jpg,10486
oc_color_quantization,.jpg,31684
oc_feature_representation,.jpg,12012
final_clusters,.jpg,10581
initial_labelling,.jpg,11914
testdata,.jpg,11230
tshirt,.jpg,8983
tshirt_grouped,.jpg,16571
update_centroid,.jpg,12052
knn_icon1,.jpg,2449
knn_icon2,.jpg,4932
knn_simple,.png,7473
knn_theory,.png,6700
svm_icon1,.jpg,3956
svm_icon2,.jpg,4645
svm_basics1,.png,7731
svm_basics2,.png,7998
svm_basics3,.png,10353
deskew,.jpg,11383
hdr_icon,.jpg,4829
inpainticon,.jpg,5020
nlm_icon,.jpg,3735
crf,.jpg,48945
exposures,.jpg,45980
fusion_mertens,.jpg,116654
ldr_debevec,.jpg,77243
ldr_robertson,.jpg,98206
inpaint_basics,.jpg,19520
inpaint_result,.jpg,24459
nlm_multi,.jpg,26593
nlm_patch,.jpg,16464
nlm_result1,.jpg,18488
fedora_logo,.jpg,3327
opencv_logo,.jpg,5327
windows_logo,.jpg,3191
Capture1,.jpg,29483
Capture2,.png,15972
Capture3,.png,15102
Capture5,.png,8946
Capture6,.png,14663
Capture7,.png,7871
Capture8,.png,13134
Capture80,.png,11246
Adding_Trackbars_Tutorial_Result_0,.jpg,9445
Adding_Trackbars_Tutorial_Result_1,.jpg,29486
Adding_Trackbars_Tutorial_Trackbar,.png,2024
astra_color,.jpg,138539
astra_depth,.png,29766
gdal_flood-zone,.jpg,113554
gdal_heat-map,.jpg,54538
gdal_output,.jpg,122995
outputVideoInput,.png,49258
realsense,.jpg,75046
resultOutputWideoWrite,.png,40188
videoCompressSelect,.png,7397
videoFileStructure,.png,12453
asymetricalPattern,.jpg,46120
fileListImage,.jpg,34363
fileListImageUnDist,.jpg,29861
charuco_board,.png,10393
dualCircles,.jpg,71938
screen_charuco,.jpg,85753
screen_finish,.jpg,79577
pnp,.jpg,31839
registration,.png,108400
Adding_Images_Tutorial_Result_Big,.jpg,6595
Basic_Linear_Transform_Tutorial_gamma,.png,92059
Basic_Linear_Transform_Tutorial_gamma_correction,.jpg,276052
Basic_Linear_Transform_Tutorial_histogram_compare,.png,1448
Basic_Linear_Transform_Tutorial_hist_alpha,.png,3192
Basic_Linear_Transform_Tutorial_hist_beta,.png,3531
Basic_Linear_Transform_Tutorial_linear_transform_correction,.jpg,227228
Basic_Linear_Transform_Tutorial_Result_big,.jpg,28216
result_normal,.jpg,11120
result_rotated,.jpg,12503
tutorial_how_matrix_stored_1,.png,1953
tutorial_how_matrix_stored_2,.png,3905
how_to_use_OpenCV_parallel_for_640px-Mandelset_hires,.png,16752
how_to_use_OpenCV_parallel_for_Mandelbrot,.png,63249
how_to_use_OpenCV_parallel_for_sqrt_scale_transformation,.png,33815
convolution-example-matrix,.gif,150600
resimg,.jpg,65566
resultMatMaskFilter2D,.png,26482
MatBasicContainerOut1,.png,2321
MatBasicContainerOut10,.png,4839
MatBasicContainerOut11,.png,5116
MatBasicContainerOut12,.png,1720
MatBasicContainerOut13,.png,2320
MatBasicContainerOut14,.png,4139
MatBasicContainerOut15,.png,7514
MatBasicContainerOut16,.png,10395
MatBasicContainerOut2,.png,3578
MatBasicContainerOut3,.png,15958
MatBasicContainerOut6,.png,2212
MatBasicContainerOut7,.png,2237
MatBasicContainerOut8,.png,6874
MatBasicContainerOut9,.png,8088
MatBasicImageForComputer,.jpg,21199
10_opencv_dependency,.png,15338
11_demo,.jpg,121137
1_start_new_project,.png,42141
2_start_new_project,.png,56539
3_start_new_project,.png,34586
4_start_new_project,.png,37617
5_setup,.png,5785
6_run_empty_project,.png,9679
7_import_module,.png,28714
8_import_module,.png,52768
9_opencv_dependency,.png,56863
opencv_resnet50_test_res_c,.jpg,60324
pytorch_resnet50_opencv_test_res,.jpg,30033
squirrel_cls,.jpg,62311
tf_mobilenet_opencv_test_res,.jpg,62512
opencv_bus_res,.jpg,83154
pexels_double_decker_bus,.jpg,76274
detect_test1,.jpg,41415
detect_test2,.jpg,92092
text_det_test_results,.jpg,49278
text_rec_test,.png,2911
yolo,.jpg,214992
lena_hed,.jpg,38925
space_shuttle,.jpg,27598
graf,.png,2085648
res,.png,1908704
frame,.png,325968
Feature_Description_BruteForce_Result,.jpg,119734
Feature_Detection_Result_a,.jpg,35105
Feature_Detection_Result_b,.jpg,67289
Feature_FlannMatcher_Keypoints_Result,.jpg,78779
Feature_FlannMatcher_Lowe_ratio_test,.png,54032
Feature_FlannMatcher_Result_ratio_test,.jpg,80889
Featur_FlannMatcher_Result,.jpg,80585
Feature_Homography_Result,.jpg,90026
homography_camera_displacement,.png,45949
homography_camera_displacement_compare,.jpg,82459
homography_camera_displacement_poses,.jpg,86323
homography_camera_poses_interpolation,.jpg,80375
homography_panorama_stitching,.jpg,34057
homography_perspective_correction,.jpg,48796
homography_perspective_correction_chessboard_matches,.jpg,132298
homography_perspective_correction_chessboard_warp,.jpg,82948
homography_pose,.jpg,39106
homography_pose_chessboard_corners,.jpg,65274
homography_pose_estimation,.jpg,31380
homography_source_desired_images,.jpg,77560
homography_stitch_compare,.jpg,51727
homography_stitch_Suzanne,.jpg,41546
homography_transformation_example1,.jpg,10075
homography_transformation_example2,.jpg,42598
homography_transformation_example3,.jpg,30722
Corner_Subpixels_Original_Image,.jpg,6376
Corner_Subpixels_Result,.jpg,15673
My_Harris_corner_detector_Result,.jpg,21449
My_Shi_Tomasi_corner_detector_Result,.jpg,23775
good_features_to_track_Shi_Tomasi,.jpg,27481
Harris_Detector_Original_Image,.jpg,25971
Harris_Detector_Result,.jpg,12674
massif_export_gapi,.png,85388
massif_export_gapi_fluid,.png,86636
massif_export_ocv,.png,76635
result,.jpg,35271
segm,.gif,187780
segm_fluid,.gif,225566
example,.jpg,176525
oak,.jpg,163279
gpu-basics-similarity,.png,5764
gst_coherency,.jpg,20377
gst_input,.jpg,40733
gst_orientation,.jpg,19463
gst_result,.jpg,33021
Drawing_1_Tutorial_Result_0,.png,15896
Morphology_1_Result,.jpg,26601
Morphology_1_Tutorial_Dilation_Result,.jpg,16417
Morphology_1_Tutorial_Erosion_Result,.jpg,18695
Morphology_1_Tutorial_Original_Image,.jpg,14481
Morphology_1_Tutorial_Theory_Dilation,.png,923
Morphology_1_Tutorial_Theory_Erosion,.png,844
Morphology_1_Tutorial_Theory_Original_Image,.png,1126
Smoothing_Tutorial_Result_Median_Filter,.jpg,15335
Smoothing_Tutorial_theory_gaussian_0,.jpg,4494
generalized_hough_image,.jpg,80497
generalized_hough_less_perfect_result_img,.jpg,36256
generalized_hough_mini_image,.jpg,39664
generalized_hough_mini_template,.jpg,31486
generalized_hough_result_img,.jpg,21864
generalized_hough_template,.jpg,42838
Back_Projection1_BackProj,.jpg,5344
Back_Projection1_Histogram,.jpg,3229
Back_Projection1_Source_Image,.jpg,7767
Back_Projection2_BackProj,.jpg,9082
Back_Projection2_Mask,.jpg,9030
Back_Projection2_Source_Image,.jpg,8568
Back_Projection_Theory0,.jpg,8805
Back_Projection_Theory1,.jpg,1319
Back_Projection_Theory2,.jpg,5522
Back_Projection_Theory3,.jpg,2067
Back_Projection_Theory4,.jpg,7624
Histogram_Calculation_Original_Image,.jpg,19682
Histogram_Calculation_Result,.jpg,31264
Histogram_Calculation_Theory_Hist0,.jpg,63628
Histogram_Calculation_Theory_Hist1,.jpg,9522
Histogram_Comparison_Source_0,.jpg,8805
Histogram_Comparison_Source_1,.jpg,5427
Histogram_Comparison_Source_2,.jpg,3499
Histogram_Equalization_Equalized_Histogram,.jpg,7390
Histogram_Equalization_Equalized_Image,.jpg,14250
Histogram_Equalization_Original_Histogram,.jpg,5064
Histogram_Equalization_Original_Image,.jpg,11536
Histogram_Equalization_Theory_0,.jpg,18277
Histogram_Equalization_Theory_1,.jpg,18099
Histogram_Equalization_Theory_2,.jpg,3653
Template_Matching_Correl_Result_0,.jpg,8214
Template_Matching_Correl_Result_1,.jpg,9829
Template_Matching_Correl_Result_2,.jpg,8399
Template_Matching_Correl_Result_3,.jpg,9829
Template_Matching_Correl_Result_4,.jpg,10648
Template_Matching_Correl_Result_5,.jpg,12577
Template_Matching_Image_Result,.jpg,22225
Template_Matching_Mask_Example,.jpg,79095
Template_Matching_Original_Image,.jpg,16472
Template_Matching_Template_Image,.jpg,840
Template_Matching_Template_Theory_Result,.jpg,8065
Template_Matching_Template_Theory_Sliding,.jpg,21017
Template_Matching_Template_Theory_Summary,.jpg,16443
hitmiss_example2,.png,22299
hitmiss_example3,.png,22802
hitmiss_input,.png,25033
hitmiss_kernels,.png,11040
hitmiss_output,.png,18677
Canny_Detector_Tutorial_Original_Image,.jpg,15805
Canny_Detector_Tutorial_Result,.jpg,28605
CopyMakeBorder_Tutorial_Results,.jpg,20067
bin,.jpeg,33265
black_bg,.jpeg,49373
dist_transf,.jpeg,20578
final,.jpeg,41745
laplace,.jpeg,48125
markers,.jpeg,22522
peaks,.jpeg,23086
sharp,.jpeg,50913
source,.jpeg,46641
filter_2d_tutorial_kernel_theory,.png,3499
filter_2d_tutorial_result,.jpg,15251
Hough_Circle_Tutorial_Result,.jpg,18309
Hough_Circle_Tutorial_Result,.png,78617
Hough_Circle_Tutorial_Theory_0,.jpg,7321
hough_lines_result1,.png,68137
hough_lines_result2,.png,62434
Hough_Lines_Tutorial_Original_Image,.jpg,14967
Hough_Lines_Tutorial_Result,.jpg,24112
Hough_Lines_Tutorial_Theory_0,.jpg,5520
Hough_Lines_Tutorial_Theory_1,.jpg,6440
Hough_Lines_Tutorial_Theory_2,.jpg,7946
Laplace_Operator_Tutorial_Original_Image,.jpg,22394
Laplace_Operator_Tutorial_Result,.jpg,23899
Laplace_Operator_Tutorial_Theory_ddIntensity,.jpg,7482
Laplace_Operator_Tutorial_Theory_Previous,.jpg,9461
Remap_Tutorial_Original_Image,.jpg,19676
Remap_Tutorial_Result_0,.jpg,8417
Remap_Tutorial_Result_1,.jpg,20019
Remap_Tutorial_Result_2,.jpg,20082
Remap_Tutorial_Result_3,.jpg,20093
Remap_Tutorial_Theory_0,.jpg,11999
Remap_Tutorial_Theory_1,.jpg,12136
Sobel_Derivatives_Tutorial_Result,.jpg,12438
Sobel_Derivatives_Tutorial_Theory_0,.jpg,11704
Sobel_Derivatives_Tutorial_Theory_ddIntensity_Function,.jpg,7544
Sobel_Derivatives_Tutorial_Theory_dIntensity_Function,.jpg,6852
Sobel_Derivatives_Tutorial_Theory_Intensity_Function,.jpg,5616
Warp_Affine_Tutorial_Original_Image,.jpg,14930
Warp_Affine_Tutorial_Result_Warp,.jpg,9668
Warp_Affine_Tutorial_Result_Warp_Rotate,.jpg,9305
Warp_Affine_Tutorial_Theory_0,.jpg,9025
binary,.png,3273
gray,.png,14650
horiz,.png,767
linear_horiz,.png,1267
linear_vert,.png,1491
morph12,.gif,2052
morph21,.gif,2428
morph211,.png,3374
morph6,.gif,4040
morph61,.png,5995
smooth,.png,4184
src,.png,14650
vert,.png,2394
black_car,.jpg,33690
motion_original,.jpg,51996
motion_psf,.png,556
white_car,.jpg,20184
Morphology_2_Tutorial_Original_Image,.jpg,18937
Morphology_2_Tutorial_Result,.jpg,61852
Morphology_2_Tutorial_Theory_BlackHat,.png,1146
Morphology_2_Tutorial_Theory_Closing,.png,2205
Morphology_2_Tutorial_Theory_Gradient,.png,1995
Morphology_2_Tutorial_Theory_Opening,.png,2082
Morphology_2_Tutorial_Theory_TopHat,.png,1531
original,.jpg,14447
psf,.png,630
recovered,.jpg,42725
period_filter,.jpg,8508
period_input,.jpg,69636
period_output,.jpg,53512
period_psd,.jpg,6634
Pyramids_Tutorial_Original_Image,.jpg,33495
Pyramids_Tutorial_Pyramid_Theory,.png,14980
Pyramids_Tutorial_PyrDown_Result,.jpg,15231
Pyramids_Tutorial_PyrUp_Result,.jpg,18101
Drawing_2_Tutorial_Result_0,.jpg,23273
Drawing_2_Tutorial_Result_2,.jpg,27929
Drawing_2_Tutorial_Result_3,.jpg,30931
Drawing_2_Tutorial_Result_5,.jpg,16081
Drawing_2_Tutorial_Result_big,.jpg,16926
Bounding_Rects_Circles_Result,.jpg,11333
Bounding_Rects_Circles_Source_Image,.jpg,10490
Bounding_Rotated_Ellipses_Result,.jpg,10278
Bounding_Rotated_Ellipses_Source_Image,.jpg,10484
Find_Contours_Original_Image,.jpg,10949
Find_Contours_Result,.jpg,10464
Hull_Original_Image,.jpg,4946
Hull_Result,.jpg,6073
Moments_Result1,.jpg,17844
Moments_Result2,.jpg,21448
